Airline,Date,Source_Airport,Destination_Airport,Route,Departure_Time,Arrival_Time,Duration,Stops_Number,Price
Turkish Airlines,2/7/2023,TLV,VIE,IST,1:00,9:10,9h 10m,1 stop,567
Turkish Airlines,2/7/2023,TLV,VIE,IST,9:50,18:45,9h 55m,1 stop,567
Air France,2/7/2023,TLV,VIE,CDG,15:55,22:55,8h 00m,1 stop,659
Turkish Airlines,2/7/2023,TLV,SZG,IST,1:00,8:25,8h 25m,1 stop,685
Austrian Airlines,2/7/2023,TLV,VIE,,6:15,9:00,3h 45m,nonstop,818
SWISS,2/7/2023,TLV,VIE,ZRH,7:35,14:00,7h 25m,1 stop,903
Lufthansa,2/7/2023,TLV,VIE,MUC,7:00,12:30,6h 30m,1 stop,928
Lufthansa,2/7/2023,TLV,VIE,FRA,5:20,14:15,9h 55m,1 stop,950
Lufthansa,2/7/2023,TLV,VIE,"MUC, FRA",7:00,14:15,8h 15m,2 stops,998
LOT,2/7/2023,TLV,VIE,WAW,5:20,11:40,7h 20m,1 stop,"1,054"
Austrian Airlines,2/7/2023,TLV,INN,VIE,6:15,13:55,8h 40m,1 stop,"1,295"
Austrian Airlines,2/7/2023,TLV,SZG,VIE,6:15,13:52,8h 37m,1 stop,"1,448"
Turkish Airlines,2/7/2023,TLV,SZG,"IST, FRA",1:00,10:00,10h 00m,2 stops,"5,348"
LOT,2/7/2023,TLV,INN,"WAW, VIE",5:20,13:55,9h 35m,2 stops,"6,325"
Austrian Airlines,2/7/2023,TLV,VIE,,6:15,9:00,3h 45m,nonstop,818
Ryanair,2/7/2023,TLV,VIE,,11:20,14:10,3h 50m,nonstop,70
Ryanair,2/7/2023,TLV,VIE,,11:20,14:10,3h 50m,nonstop,91
Lufthansa,2/7/2023,TLV,VIE,MUC,7:00,12:30,6h 30m,1 stop,928
LOT,2/7/2023,TLV,VIE,WAW,5:20,11:40,7h 20m,1 stop,"1,054"
SWISS,2/7/2023,TLV,VIE,ZRH,7:35,14:00,7h 25m,1 stop,903
Pegasus Airlines,2/7/2023,TLV,VIE,SAW,7:20,14:00,7h 40m,1 stop,250
Pegasus Airlines,2/7/2023,TLV,VIE,SAW,7:20,14:00,7h 40m,1 stop,385
AnadoluJet,2/7/2023,TLV,VIE,SAW,6:10,12:50,7h 40m,1 stop,455
Air France,2/7/2023,TLV,VIE,CDG,15:55,22:55,8h 00m,1 stop,659
Lufthansa,2/7/2023,TLV,VIE,"MUC, FRA",7:00,14:15,8h 15m,2 stops,998
Turkish Airlines,2/7/2023,TLV,SZG,IST,1:00,8:25,8h 25m,1 stop,685
Austrian Airlines,2/7/2023,TLV,SZG,VIE,6:15,13:52,8h 37m,1 stop,"1,448"
Austrian Airlines,2/7/2023,TLV,INN,VIE,6:15,13:55,8h 40m,1 stop,"1,295"
Turkish Airlines,2/7/2023,TLV,VIE,IST,1:00,9:10,9h 10m,1 stop,567
Pegasus Airlines,2/7/2023,TLV,VIE,SAW,5:30,14:00,9h 30m,1 stop,250
Pegasus Airlines,2/7/2023,TLV,VIE,SAW,5:30,14:00,9h 30m,1 stop,385
LOT,2/7/2023,TLV,INN,"WAW, VIE",5:20,13:55,9h 35m,2 stops,"6,325"
Ryanair,2/7/2023,TLV,VIE,NAP,13:05,22:00,9h 55m,1 stop,72
Turkish Airlines,2/7/2023,TLV,VIE,IST,9:50,18:45,9h 55m,1 stop,567
Lufthansa,2/7/2023,TLV,VIE,FRA,5:20,14:15,9h 55m,1 stop,950
Turkish Airlines,2/7/2023,TLV,SZG,"IST, FRA",1:00,10:00,10h 00m,2 stops,"5,348"
Ryanair,2/7/2023,TLV,BCN,BGY,17:30,23:25,6h 55m,1 stop,92
Ryanair,2/7/2023,TLV,MAD,NAP,13:05,19:40,7h 35m,1 stop,111
Pegasus Airlines,2/7/2023,TLV,MAD,SAW,5:30,12:45,8h 15m,1 stop,282
Aegean Airlines,2/7/2023,TLV,BCN,ATH,5:20,10:55,6h 35m,1 stop,317
Pegasus Airlines,2/7/2023,TLV,BCN,SAW,5:30,11:55,7h 25m,1 stop,320
Iberia,2/7/2023,TLV,MAD,,6:00,10:30,5h 30m,nonstop,608
easyJet,2/7/2023,TLV,BCN,GVA,12:20,20:40,9h 20m,1 stop,535
Air France,2/7/2023,TLV,BCN,CDG,15:55,22:55,8h 00m,1 stop,668
Turkish Airlines,2/7/2023,TLV,BCN,IST,9:50,16:50,8h 00m,1 stop,675
Air France,2/7/2023,TLV,MAD,CDG,15:55,23:05,8h 10m,1 stop,682
Aegean Airlines,2/7/2023,TLV,MAD,ATH,5:20,12:20,8h 00m,1 stop,708
Iberia,2/7/2023,TLV,BCN,MAD,6:00,12:50,7h 50m,1 stop,729
Iberia,2/7/2023,TLV,BCN,MAD,6:00,14:50,9h 50m,1 stop,730
Air France,2/7/2023,TLV,AGP,CDG,15:55,23:35,8h 40m,1 stop,760
Turkish Airlines,2/7/2023,TLV,MAD,IST,9:50,16:30,7h 40m,1 stop,834
KLM,2/7/2023,TLV,MAD,AMS,5:15,13:45,9h 30m,1 stop,852
SWISS,2/7/2023,TLV,BCN,ZRH,7:35,14:00,7h 25m,1 stop,"1,285"
Lufthansa,2/7/2023,TLV,BCN,MUC,17:05,22:55,6h 50m,1 stop,"1,335"
Lufthansa,2/7/2023,TLV,MAD,MUC,17:05,23:35,7h 30m,1 stop,"1,431"
Lufthansa,2/7/2023,TLV,BCN,FRA,5:20,12:10,7h 50m,1 stop,"1,457"
Lufthansa,2/7/2023,TLV,BCN,FRA,5:20,13:05,8h 45m,1 stop,"1,457"
Lufthansa,2/7/2023,TLV,MAD,"MUC, FRA",7:00,15:35,9h 35m,2 stops,"1,507"
Lufthansa,2/7/2023,TLV,BCN,"MUC, FRA",7:00,15:20,9h 20m,2 stops,"1,508"
Iberia,2/7/2023,TLV,AGP,"MAD, MLN",6:00,14:55,9h 55m,2 stops,"1,991"
Iberia,2/7/2023,TLV,MAD,,6:00,10:30,5h 30m,nonstop,608
Aegean Airlines,2/7/2023,TLV,BCN,ATH,5:20,10:55,6h 35m,1 stop,317
Lufthansa,2/7/2023,TLV,BCN,MUC,17:05,22:55,6h 50m,1 stop,"1,335"
Ryanair,2/7/2023,TLV,BCN,BGY,17:30,23:25,6h 55m,1 stop,92
Pegasus Airlines,2/7/2023,TLV,BCN,SAW,5:30,11:55,7h 25m,1 stop,320
SWISS,2/7/2023,TLV,BCN,ZRH,7:35,14:00,7h 25m,1 stop,"1,285"
Lufthansa,2/7/2023,TLV,MAD,MUC,17:05,23:35,7h 30m,1 stop,"1,431"
Ryanair,2/7/2023,TLV,MAD,NAP,13:05,19:40,7h 35m,1 stop,111
Turkish Airlines,2/7/2023,TLV,MAD,IST,9:50,16:30,7h 40m,1 stop,834
Iberia,2/7/2023,TLV,BCN,MAD,6:00,12:50,7h 50m,1 stop,729
Lufthansa,2/7/2023,TLV,BCN,FRA,5:20,12:10,7h 50m,1 stop,"1,457"
Air France,2/7/2023,TLV,BCN,CDG,15:55,22:55,8h 00m,1 stop,668
Turkish Airlines,2/7/2023,TLV,BCN,IST,9:50,16:50,8h 00m,1 stop,675
Aegean Airlines,2/7/2023,TLV,MAD,ATH,5:20,12:20,8h 00m,1 stop,708
Air France,2/7/2023,TLV,MAD,CDG,15:55,23:05,8h 10m,1 stop,682
Pegasus Airlines,2/7/2023,TLV,MAD,SAW,5:30,12:45,8h 15m,1 stop,282
Air France,2/7/2023,TLV,AGP,CDG,15:55,23:35,8h 40m,1 stop,760
Lufthansa,2/7/2023,TLV,BCN,FRA,5:20,13:05,8h 45m,1 stop,"1,457"
easyJet,2/7/2023,TLV,BCN,GVA,12:20,20:40,9h 20m,1 stop,535
Lufthansa,2/7/2023,TLV,BCN,"MUC, FRA",7:00,15:20,9h 20m,2 stops,"1,508"
KLM,2/7/2023,TLV,MAD,AMS,5:15,13:45,9h 30m,1 stop,852
Lufthansa,2/7/2023,TLV,MAD,"MUC, FRA",7:00,15:35,9h 35m,2 stops,"1,507"
Iberia,2/7/2023,TLV,BCN,MAD,6:00,14:50,9h 50m,1 stop,730
Iberia,2/7/2023,TLV,AGP,"MAD, MLN",6:00,14:55,9h 55m,2 stops,"1,991"
easyJet,2/7/2023,TLV,CDG,,18:50,23:10,5h 20m,nonstop,263
easyJet,2/7/2023,TLV,CDG,,18:50,23:10,5h 20m,nonstop,228
Pegasus Airlines,2/7/2023,TLV,LYS,SAW,5:30,11:45,7h 15m,1 stop,250
Transavia France,2/7/2023,TLV,ORY,,15:30,19:40,5h 10m,nonstop,385
Transavia France,2/7/2023,TLV,ORY,,14:00,18:10,5h 10m,nonstop,405
Pegasus Airlines,2/7/2023,TLV,ORY,SAW,7:20,15:00,8h 40m,1 stop,266
Aegean Airlines,2/7/2023,TLV,CDG,ATH,5:20,11:10,6h 50m,1 stop,367
EL AL,2/7/2023,TLV,CDG,,9:00,13:00,5h 00m,nonstop,510
Ukraine International Airlines,2/7/2023,TLV,CDG,KBP,5:30,12:10,7h 40m,1 stop,439
easyJet,2/7/2023,TLV,CDG,BER,14:15,22:35,9h 20m,1 stop,284
Smartwings,2/7/2023,TLV,CDG,PRG,8:00,14:15,7h 15m,1 stop,552
Czech Airlines,2/7/2023,TLV,CDG,PRG,8:00,14:15,7h 15m,1 stop,555
AnadoluJet,2/7/2023,TLV,CDG,SAW,9:40,15:30,6h 50m,1 stop,583
Air France,2/7/2023,TLV,CDG,,15:55,19:35,4h 40m,nonstop,664
easyJet,2/7/2023,TLV,ORY,GVA,12:20,20:15,8h 55m,1 stop,592
AnadoluJet,2/7/2023,TLV,CDG,SAW,6:10,13:20,8h 10m,1 stop,716
Iberia,2/7/2023,TLV,ORY,MAD,6:00,13:55,8h 55m,1 stop,717
KLM,2/7/2023,TLV,CDG,AMS,5:15,11:45,7h 30m,1 stop,802
KLM,2/7/2023,TLV,CDG,AMS,5:15,13:40,9h 25m,1 stop,802
Air France,2/7/2023,TLV,LYS,CDG,15:55,23:05,8h 10m,1 stop,845
Air France,2/7/2023,TLV,CDG,AMS,5:15,11:45,7h 30m,1 stop,990
Air France,2/7/2023,TLV,CDG,AMS,5:15,13:40,9h 25m,1 stop,990
Lufthansa,2/7/2023,TLV,CDG,MUC,7:00,12:45,6h 45m,1 stop,"1,129"
Aegean Airlines,2/7/2023,TLV,CDG,"ATH, MUC",5:20,12:45,8h 25m,2 stops,"1,366"
Lufthansa,2/7/2023,TLV,LYS,MUC,17:05,22:20,6h 15m,1 stop,"1,515"
Lufthansa,2/7/2023,TLV,LYS,MUC,7:00,12:40,6h 40m,1 stop,"1,515"
Turkish Airlines,2/7/2023,TLV,CDG,IST,9:50,17:15,8h 25m,1 stop,"1,518"
Lufthansa,2/7/2023,TLV,CDG,FRA,5:20,13:35,9h 15m,1 stop,"1,535"
Virgin Atlantic,2/7/2023,TLV,CDG,LHR,6:05,13:50,8h 45m,1 stop,"1,553"
Turkish Airlines,2/7/2023,TLV,CDG,IST,7:25,14:55,8h 30m,1 stop,"1,881"
SWISS,2/7/2023,TLV,CDG,"ZRH, GVA",7:35,16:15,9h 40m,2 stops,"2,582"
Turkish Airlines,2/7/2023,TLV,CDG,IST,1:00,9:40,9h 40m,1 stop,"2,686"
Air France,2/7/2023,TLV,CDG,,15:55,19:35,4h 40m,nonstop,664
EL AL,2/7/2023,TLV,CDG,,9:00,13:00,5h 00m,nonstop,510
Transavia France,2/7/2023,TLV,ORY,,15:30,19:40,5h 10m,nonstop,385
Transavia France,2/7/2023,TLV,ORY,,14:00,18:10,5h 10m,nonstop,405
easyJet,2/7/2023,TLV,CDG,,18:50,23:10,5h 20m,nonstop,228
Lufthansa,2/7/2023,TLV,LYS,MUC,17:05,22:20,6h 15m,1 stop,"1,515"
Lufthansa,2/7/2023,TLV,LYS,MUC,7:00,12:40,6h 40m,1 stop,"1,515"
Lufthansa,2/7/2023,TLV,CDG,MUC,7:00,12:45,6h 45m,1 stop,"1,129"
Aegean Airlines,2/7/2023,TLV,CDG,ATH,5:20,11:10,6h 50m,1 stop,367
AnadoluJet,2/7/2023,TLV,CDG,SAW,9:40,15:30,6h 50m,1 stop,583
Pegasus Airlines,2/7/2023,TLV,LYS,SAW,5:30,11:45,7h 15m,1 stop,250
Smartwings,2/7/2023,TLV,CDG,PRG,8:00,14:15,7h 15m,1 stop,552
Czech Airlines,2/7/2023,TLV,CDG,PRG,8:00,14:15,7h 15m,1 stop,555
KLM,2/7/2023,TLV,CDG,AMS,5:15,11:45,7h 30m,1 stop,802
Air France,2/7/2023,TLV,CDG,AMS,5:15,11:45,7h 30m,1 stop,990
Ukraine International Airlines,2/7/2023,TLV,CDG,KBP,5:30,12:10,7h 40m,1 stop,439
AnadoluJet,2/7/2023,TLV,CDG,SAW,6:10,13:20,8h 10m,1 stop,716
Air France,2/7/2023,TLV,LYS,CDG,15:55,23:05,8h 10m,1 stop,845
Aegean Airlines,2/7/2023,TLV,CDG,"ATH, MUC",5:20,12:45,8h 25m,2 stops,"1,366"
Turkish Airlines,2/7/2023,TLV,CDG,IST,9:50,17:15,8h 25m,1 stop,"1,518"
Turkish Airlines,2/7/2023,TLV,CDG,IST,7:25,14:55,8h 30m,1 stop,"1,881"
Pegasus Airlines,2/7/2023,TLV,ORY,SAW,7:20,15:00,8h 40m,1 stop,266
Virgin Atlantic,2/7/2023,TLV,CDG,LHR,6:05,13:50,8h 45m,1 stop,"1,553"
easyJet,2/7/2023,TLV,ORY,GVA,12:20,20:15,8h 55m,1 stop,592
Iberia,2/7/2023,TLV,ORY,MAD,6:00,13:55,8h 55m,1 stop,717
Lufthansa,2/7/2023,TLV,CDG,FRA,5:20,13:35,9h 15m,1 stop,"1,535"
easyJet,2/7/2023,TLV,CDG,BER,14:15,22:35,9h 20m,1 stop,284
KLM,2/7/2023,TLV,CDG,AMS,5:15,13:40,9h 25m,1 stop,802
Air France,2/7/2023,TLV,CDG,AMS,5:15,13:40,9h 25m,1 stop,990
SWISS,2/7/2023,TLV,CDG,"ZRH, GVA",7:35,16:15,9h 40m,2 stops,"2,582"
Turkish Airlines,2/7/2023,TLV,CDG,IST,1:00,9:40,9h 40m,1 stop,"2,686"
Pegasus Airlines,2/7/2023,TLV,CRL,SAW,7:20,14:35,8h 15m,1 stop,267
Pegasus Airlines,2/7/2023,TLV,CRL,SAW,7:20,14:35,8h 15m,1 stop,250
Wizz Air,2/7/2023,TLV,CRL,BUD,10:55,16:45,6h 50m,1 stop,277
Brussels Airlines,2/7/2023,TLV,BRU,,16:10,20:10,5h 00m,nonstop,424
Ryanair,2/7/2023,TLV,CRL,BUD,13:00,20:40,8h 40m,1 stop,330
AnadoluJet,2/7/2023,TLV,BRU,SAW,6:10,12:20,7h 10m,1 stop,605
Turkish Airlines,2/7/2023,TLV,BRU,IST,9:50,17:00,8h 10m,1 stop,618
Turkish Airlines,2/7/2023,TLV,BRU,IST,7:25,13:20,6h 55m,1 stop,646
Aegean Airlines,2/7/2023,TLV,BRU,ATH,5:20,10:45,6h 25m,1 stop,667
Air France,2/7/2023,TLV,BRU,CDG,15:55,22:43,7h 48m,1 stop,764
Brussels Airlines,2/7/2023,TLV,BRU,MUC,7:00,12:20,6h 20m,1 stop,998
Brussels Airlines,2/7/2023,TLV,BRU,MUC,17:05,22:45,6h 40m,1 stop,998
SWISS,2/7/2023,TLV,BRU,ZRH,7:35,14:05,7h 30m,1 stop,"1,075"
Lufthansa,2/7/2023,TLV,BRU,"MUC, FRA",7:00,14:25,8h 25m,2 stops,"1,496"
Aegean Airlines,2/7/2023,TLV,BRU,"ATH, MUC",5:20,12:20,8h 00m,2 stops,"1,605"
Brussels Airlines,2/7/2023,TLV,BRU,,16:10,20:10,5h 00m,nonstop,424
Brussels Airlines,2/7/2023,TLV,BRU,MUC,7:00,12:20,6h 20m,1 stop,998
Aegean Airlines,2/7/2023,TLV,BRU,ATH,5:20,10:45,6h 25m,1 stop,667
Brussels Airlines,2/7/2023,TLV,BRU,MUC,17:05,22:45,6h 40m,1 stop,998
Wizz Air,2/7/2023,TLV,CRL,BUD,10:55,16:45,6h 50m,1 stop,277
Turkish Airlines,2/7/2023,TLV,BRU,IST,7:25,13:20,6h 55m,1 stop,646
AnadoluJet,2/7/2023,TLV,BRU,SAW,6:10,12:20,7h 10m,1 stop,605
SWISS,2/7/2023,TLV,BRU,ZRH,7:35,14:05,7h 30m,1 stop,"1,075"
Air France,2/7/2023,TLV,BRU,CDG,15:55,22:43,7h 48m,1 stop,764
Aegean Airlines,2/7/2023,TLV,BRU,"ATH, MUC",5:20,12:20,8h 00m,2 stops,"1,605"
Turkish Airlines,2/7/2023,TLV,BRU,IST,9:50,17:00,8h 10m,1 stop,618
Pegasus Airlines,2/7/2023,TLV,CRL,SAW,7:20,14:35,8h 15m,1 stop,250
Lufthansa,2/7/2023,TLV,BRU,"MUC, FRA",7:00,14:25,8h 25m,2 stops,"1,496"
Ryanair,2/7/2023,TLV,CRL,BUD,13:00,20:40,8h 40m,1 stop,330
Pegasus Airlines,2/7/2023,TLV,MAN,SAW,5:30,12:00,8h 30m,1 stop,406
Ryanair,2/7/2023,TLV,MAN,BUD,13:00,19:45,8h 45m,1 stop,406
easyJet,2/7/2023,TLV,EDI,GVA,12:20,18:45,8h 25m,1 stop,443
Aegean Airlines,2/7/2023,TLV,LHR,ATH,5:20,11:10,7h 50m,1 stop,449
Virgin Atlantic,2/7/2023,TLV,LHR,,6:05,9:40,5h 35m,nonstop,550
EL AL,2/7/2023,TLV,LHR,,9:05,12:35,5h 30m,nonstop,573
British Airways,2/7/2023,TLV,LHR,,16:25,19:40,5h 15m,nonstop,574
easyJet,2/7/2023,TLV,MAN,,20:35,0:25,5h 50m,nonstop,628
Iberia,2/7/2023,TLV,LHR,MAD,6:00,13:50,9h 50m,1 stop,824
KLM,2/7/2023,TLV,LHR,AMS,5:15,10:45,7h 30m,1 stop,857
Air France,2/7/2023,TLV,LHR,CDG,15:55,21:25,7h 30m,1 stop,871
Brussels Airlines,2/7/2023,TLV,LHR,BRU,16:10,21:20,7h 10m,1 stop,921
Turkish Airlines,2/7/2023,TLV,LHR,IST,7:25,13:35,8h 10m,1 stop,"1,044"
Turkish Airlines,2/7/2023,TLV,LHR,IST,9:50,16:05,8h 15m,1 stop,"1,044"
Turkish Airlines,2/7/2023,TLV,MAN,IST,9:50,15:40,7h 50m,1 stop,"1,337"
Pegasus Airlines,2/7/2023,TLV,MAN,SAW,5:30,12:00,8h 30m,1 stop,419
Pegasus Airlines,2/7/2023,TLV,MAN,SAW,5:30,12:00,8h 30m,1 stop,406
Aegean Airlines,2/7/2023,TLV,LHR,ATH,5:20,11:10,7h 50m,1 stop,449
EL AL,2/7/2023,TLV,LHR,,9:05,12:35,5h 30m,nonstop,573
Ryanair,2/7/2023,TLV,MAN,BUD,13:00,19:45,8h 45m,1 stop,406
easyJet,2/7/2023,TLV,EDI,GVA,12:20,18:45,8h 25m,1 stop,443
Virgin Atlantic,2/7/2023,TLV,LHR,,6:05,9:40,5h 35m,nonstop,550
British Airways,2/7/2023,TLV,LHR,,16:25,19:40,5h 15m,nonstop,574
easyJet,2/7/2023,TLV,MAN,,20:35,0:25,5h 50m,nonstop,628
Iberia,2/7/2023,TLV,LHR,MAD,6:00,13:50,9h 50m,1 stop,824
KLM,2/7/2023,TLV,LHR,AMS,5:15,10:45,7h 30m,1 stop,857
Air France,2/7/2023,TLV,LHR,CDG,15:55,21:25,7h 30m,1 stop,871
Brussels Airlines,2/7/2023,TLV,LHR,BRU,16:10,21:20,7h 10m,1 stop,921
Turkish Airlines,2/7/2023,TLV,LHR,IST,7:25,13:35,8h 10m,1 stop,"1,044"
Turkish Airlines,2/7/2023,TLV,LHR,IST,9:50,16:05,8h 15m,1 stop,"1,044"
Turkish Airlines,2/7/2023,TLV,MAN,IST,9:50,15:40,7h 50m,1 stop,"1,337"
SWISS,2/7/2023,TLV,LHR,ZRH,7:35,13:00,7h 25m,1 stop,"1,458"
Lufthansa,2/7/2023,TLV,MAN,MUC,17:05,23:15,8h 10m,1 stop,"1,501"
Lufthansa,2/7/2023,TLV,LHR,FRA,5:20,10:45,7h 25m,1 stop,"1,527"
British Airways,2/7/2023,TLV,LHR,,16:25,19:40,5h 15m,nonstop,574
EL AL,2/7/2023,TLV,LHR,,9:05,12:35,5h 30m,nonstop,573
Virgin Atlantic,2/7/2023,TLV,LHR,,6:05,9:40,5h 35m,nonstop,550
easyJet,2/7/2023,TLV,MAN,,20:35,0:25,5h 50m,nonstop,628
Brussels Airlines,2/7/2023,TLV,LHR,BRU,16:10,21:20,7h 10m,1 stop,921
SWISS,2/7/2023,TLV,LHR,ZRH,7:35,13:00,7h 25m,1 stop,"1,458"
Lufthansa,2/7/2023,TLV,LHR,FRA,5:20,10:45,7h 25m,1 stop,"1,527"
KLM,2/7/2023,TLV,LHR,AMS,5:15,10:45,7h 30m,1 stop,857
Air France,2/7/2023,TLV,LHR,CDG,15:55,21:25,7h 30m,1 stop,871
Aegean Airlines,2/7/2023,TLV,LHR,ATH,5:20,11:10,7h 50m,1 stop,449
Turkish Airlines,2/7/2023,TLV,MAN,IST,9:50,15:40,7h 50m,1 stop,"1,337"
Turkish Airlines,2/7/2023,TLV,LHR,IST,7:25,13:35,8h 10m,1 stop,"1,044"
Lufthansa,2/7/2023,TLV,MAN,MUC,17:05,23:15,8h 10m,1 stop,"1,501"
Turkish Airlines,2/7/2023,TLV,LHR,IST,9:50,16:05,8h 15m,1 stop,"1,044"
easyJet,2/7/2023,TLV,EDI,GVA,12:20,18:45,8h 25m,1 stop,443
Pegasus Airlines,2/7/2023,TLV,MAN,SAW,5:30,12:00,8h 30m,1 stop,406
Ryanair,2/7/2023,TLV,MAN,BUD,13:00,19:45,8h 45m,1 stop,406
Iberia,2/7/2023,TLV,LHR,MAD,6:00,13:50,9h 50m,1 stop,824
Ryanair,2/7/2023,TLV,DUB,VIE,11:20,18:05,8h 45m,1 stop,128
Ryanair,2/7/2023,TLV,DUB,BUD,13:00,19:30,8h 30m,1 stop,274
KLM,2/7/2023,TLV,DUB,AMS,5:15,12:40,9h 25m,1 stop,802
SWISS,2/7/2023,TLV,DUB,ZRH,7:35,14:05,8h 30m,1 stop,"1,409"
KLM,2/7/2023,TLV,ORK,AMS,5:15,12:45,9h 30m,1 stop,"1,627"
KLM,2/7/2023,TLV,DUB,AMS,5:15,12:40,9h 25m,1 stop,896
Ryanair,2/7/2023,TLV,DUB,VIE,11:20,18:05,8h 45m,1 stop,128
Ryanair,2/7/2023,TLV,DUB,BUD,13:00,19:30,8h 30m,1 stop,274
KLM,2/7/2023,TLV,DUB,AMS,5:15,12:40,9h 25m,1 stop,802
SWISS,2/7/2023,TLV,DUB,ZRH,7:35,14:05,8h 30m,1 stop,"1,409"
KLM,2/7/2023,TLV,ORK,AMS,5:15,12:45,9h 30m,1 stop,"1,627"
Ryanair,2/7/2023,TLV,DUB,BUD,13:00,19:30,8h 30m,1 stop,274
SWISS,2/7/2023,TLV,DUB,ZRH,7:35,14:05,8h 30m,1 stop,"1,409"
Ryanair,2/7/2023,TLV,DUB,VIE,11:20,18:05,8h 45m,1 stop,128
KLM,2/7/2023,TLV,DUB,AMS,5:15,12:40,9h 25m,1 stop,802
KLM,2/7/2023,TLV,ORK,AMS,5:15,12:45,9h 30m,1 stop,"1,627"
Pegasus Airlines,2/7/2023,TLV,BSL,SAW,10:10,15:55,6h 45m,1 stop,250
Pegasus Airlines,2/7/2023,TLV,GVA,SAW,7:20,13:10,6h 50m,1 stop,250
Pegasus Airlines,2/7/2023,TLV,BSL,SAW,5:30,12:20,7h 50m,1 stop,250
Pegasus Airlines,2/7/2023,TLV,GVA,SAW,5:30,13:10,8h 40m,1 stop,250
Pegasus Airlines,2/7/2023,TLV,BSL,SAW,7:20,15:55,9h 35m,1 stop,250
easyJet,2/7/2023,TLV,GVA,,12:20,16:00,4h 40m,nonstop,301
Aegean Airlines,2/7/2023,TLV,GVA,ATH,5:20,10:10,5h 50m,1 stop,416
Aegean Airlines,2/7/2023,TLV,ZRH,ATH,5:20,10:20,6h 00m,1 stop,490
AnadoluJet,2/7/2023,TLV,BSL,SAW,6:10,13:25,8h 15m,1 stop,505
AnadoluJet,2/7/2023,TLV,ZRH,SAW,6:10,13:10,8h 00m,1 stop,529
Iberia,2/7/2023,TLV,GVA,MAD,6:00,13:30,8h 30m,1 stop,599
Turkish Airlines,2/7/2023,TLV,GVA,IST,9:50,17:15,8h 25m,1 stop,643
Turkish Airlines,2/7/2023,TLV,ZRH,IST,9:50,17:10,8h 20m,1 stop,754
Turkish Airlines,2/7/2023,TLV,ZRH,IST,1:00,9:50,9h 50m,1 stop,754
KLM,2/7/2023,TLV,GVA,AMS,5:15,13:50,9h 35m,1 stop,840
Air France,2/7/2023,TLV,GVA,CDG,15:55,21:55,7h 00m,1 stop,945
Air France,2/7/2023,TLV,GVA,"AMS, CDG",5:15,14:10,9h 55m,2 stops,984
LOT,2/7/2023,TLV,ZRH,WAW,5:20,11:30,7h 10m,1 stop,"1,089"
Aegean Airlines,2/7/2023,TLV,ZRH,ATH,5:20,10:50,6h 30m,1 stop,"1,119"
EL AL,2/7/2023,TLV,ZRH,,7:35,10:55,4h 20m,nonstop,"1,325"
SWISS,2/7/2023,TLV,GVA,ZRH,7:35,15:18,8h 43m,1 stop,"1,561"
Lufthansa,2/7/2023,TLV,BSL,FRA,5:20,13:30,9h 10m,1 stop,"1,573"
SWISS,2/7/2023,TLV,GVA,ZRH,7:35,14:05,7h 30m,1 stop,"1,612"
Austrian Airlines,2/7/2023,TLV,ZRH,VIE,6:15,11:10,5h 55m,1 stop,"1,640"
Lufthansa,2/7/2023,TLV,GVA,MUC,7:00,12:25,6h 25m,1 stop,"1,673"
Lufthansa,2/7/2023,TLV,ZRH,MUC,7:00,12:40,6h 40m,1 stop,"1,673"
Lufthansa,2/7/2023,TLV,GVA,MUC,17:05,23:00,6h 55m,1 stop,"1,673"
Lufthansa,2/7/2023,TLV,ZRH,FRA,5:20,13:55,9h 35m,1 stop,"1,694"
Lufthansa,2/7/2023,TLV,GVA,FRA,5:20,14:15,9h 55m,1 stop,"1,694"
Turkish Airlines,2/7/2023,TLV,GVA,IST,9:50,17:15,8h 25m,1 stop,643
Turkish Airlines,2/7/2023,TLV,ZRH,IST,1:00,9:50,9h 50m,1 stop,643
KLM,2/7/2023,TLV,GVA,AMS,5:15,13:50,9h 35m,1 stop,868
LOT,2/7/2023,TLV,ZRH,WAW,5:20,11:30,7h 10m,1 stop,980
SWISS,2/7/2023,TLV,ZRH,,7:35,10:55,4h 20m,nonstop,981
Air France,2/7/2023,TLV,GVA,"AMS, CDG",5:15,14:10,9h 55m,2 stops,984
Aegean Airlines,2/7/2023,TLV,ZRH,ATH,5:20,10:50,6h 30m,1 stop,"1,025"
SWISS,2/7/2023,TLV,GVA,ZRH,7:35,14:05,7h 30m,1 stop,"1,223"
Lufthansa,2/7/2023,TLV,GVA,MUC,7:00,12:25,6h 25m,1 stop,"1,267"
Lufthansa,2/7/2023,TLV,GVA,MUC,17:05,23:00,6h 55m,1 stop,"1,267"
KLM,2/7/2023,TLV,ZRH,AMS,5:15,13:35,9h 20m,1 stop,"1,422"
SWISS,2/7/2023,TLV,EAP,ZRH,7:35,13:24,6h 49m,1 stop,"1,505"
Lufthansa,2/7/2023,TLV,BSL,FRA,5:20,13:30,9h 10m,1 stop,"1,555"
Austrian Airlines,2/7/2023,TLV,ZRH,VIE,6:15,11:10,5h 55m,1 stop,"1,571"
Lufthansa,2/7/2023,TLV,ZRH,MUC,7:00,12:40,6h 40m,1 stop,"1,590"
easyJet,2/7/2023,TLV,GVA,,12:20,16:00,4h 40m,nonstop,329
